t,Surface,vessel,distance,POI
94,42.61,4,0,88.72
95,42.63,4,0,88.98
96,42.64,4,0,89.24
97,42.65,4,0,89.49
98,42.67,4,0,89.75
99,42.68,4,0,90
100,42.69,4,0,90.25
101,42.71,4,0,90.49
102,42.72,4,0,90.74
103,42.73,4,0,90.98
104,42.74,4,0,91.22
105,42.75,4,0,91.46
106,42.77,4,0,91.69
107,42.78,4,0,91.93
108,42.79,4,0,92.16
109,42.8,4,0,92.39
110,42.81,4,0,92.61
111,42.82,4,0,92.84
112,42.84,4,0,93.06
113,42.85,4,0,93.28
114,42.86,4,0,93.5
115,42.87,4,0,93.72
116,42.88,4,0,93.93
117,42.89,4,0,94.15
118,42.9,4,0,94.36
119,42.91,4,0,94.57
120,42.92,4,0,94.78
121,42.93,4,0,94.98
122,42.94,4,0,95.19
123,42.95,4,0,95.39
124,42.96,4,0,95.59
125,42.97,4,0,95.79
126,42.98,4,0,95.99
127,42.99,4,0,96.18
128,43,4,0,96.38
129,43.01,4,0,96.57
130,43.02,4,0,96.76
131,43.03,4,0,96.95
132,43.04,4,0,97.14
133,43.05,4,0,97.33
134,43.06,4,0,97.52
135,43.07,4,0,97.7
136,43.08,4,0,97.88
137,43.09,4,0,98.06
138,43.09,4,0,98.24
139,43.1,4,0,98.42
140,43.11,4,0,98.6
141,43.12,4,0,98.78
142,43.13,4,0,98.95
143,43.14,4,0,99.13
144,43.15,4,0,99.3
145,43.16,4,0,99.47
146,43.16,4,0,99.64
147,43.17,4,0,99.8
148,43.18,4,0,99.92
149,43.19,4,0,100
150,43.2,4,0,100
151,43.2,4,0,100
152,43.21,4,0,100
153,43.22,4,0,100
154,43.23,4,0,100
155,43.24,4,0,100
156,43.24,4,0,100
157,43.25,4,0,100
158,43.26,4,0,100
159,43.27,4,0,100
160,43.27,4,0,100
161,43.28,4,0,100
162,43.28,4,0,100
163,43.29,4,0,100
164,43.29,4,0,100
165,43.3,4,0,100
166,43.3,4,0,100
167,43.3,4,0,100
168,43.31,4,0,100
169,43.31,4,0,100
170,43.31,4,0,100
171,43.31,4,0,100
172,43.32,4,0,100
173,43.32,4,0,100
174,43.32,4,0,100
175,43.32,4,0,100
176,43.33,4,0,100
177,43.33,4,0,100
178,43.33,4,0,100
179,43.33,4,0,100
180,43.33,4,0,100
1,38.17,4,0,37.94
2,38.6,4,0,38.9
3,38.89,4,0,39.87
4,39.12,4,0,40.85
5,39.31,4,0,41.83
6,39.47,4,0,42.82
7,39.61,4,0,43.81
8,39.74,4,0,44.79
9,39.85,4,0,45.76
10,39.96,4,0,46.72
11,40.06,4,0,47.66
12,40.15,4,0,48.59
13,40.23,4,0,49.5
14,40.31,4,0,50.39
15,40.39,4,0,51.27
16,40.46,4,0,52.12
17,40.52,4,0,52.96
18,40.59,4,0,53.78
19,40.65,4,0,54.59
20,40.71,4,0,55.38
21,40.76,4,0,56.15
22,40.82,4,0,56.9
23,40.87,4,0,57.64
24,40.92,4,0,58.36
25,40.97,4,0,59.07
26,41.01,4,0,59.77
27,41.06,4,0,60.45
28,41.1,4,0,61.11
29,41.14,4,0,61.77
30,41.18,4,0,62.41
31,41.22,4,0,63.04
32,41.26,4,0,63.66
33,41.3,4,0,64.26
34,41.34,4,0,64.86
35,41.37,4,0,65.44
36,41.41,4,0,66.01
37,41.44,4,0,66.58
38,41.47,4,0,67.13
39,41.5,4,0,67.68
40,41.54,4,0,68.21
41,41.57,4,0,68.74
42,41.6,4,0,69.25
43,41.62,4,0,69.76
44,41.65,4,0,70.26
45,41.68,4,0,70.76
46,41.71,4,0,71.24
47,41.74,4,0,71.72
48,41.76,4,0,72.19
49,41.79,4,0,72.65
50,41.81,4,0,73.11
51,41.84,4,0,73.56
52,41.86,4,0,74
53,41.89,4,0,74.44
54,41.91,4,0,74.87
55,41.93,4,0,75.29
56,41.96,4,0,75.71
57,41.98,4,0,76.13
58,42,4,0,76.53
59,42.02,4,0,76.93
60,42.04,4,0,77.33
61,42.07,4,0,77.72
62,42.09,4,0,78.11
63,42.11,4,0,78.49
64,42.13,4,0,78.86
65,42.15,4,0,79.23
66,42.17,4,0,79.6
67,42.18,4,0,79.96
68,42.2,4,0,80.32
69,42.22,4,0,80.67
70,42.24,4,0,81.02
71,42.26,4,0,81.37
72,42.28,4,0,81.71
73,42.29,4,0,82.04
74,42.31,4,0,82.38
75,42.33,4,0,82.71
76,42.34,4,0,83.03
77,42.36,4,0,83.35
78,42.38,4,0,83.67
79,42.39,4,0,83.98
80,42.41,4,0,84.3
81,42.43,4,0,84.6
82,42.44,4,0,84.91
83,42.46,4,0,85.21
84,42.47,4,0,85.51
85,42.49,4,0,85.8
86,42.5,4,0,86.09
87,42.52,4,0,86.38
88,42.53,4,0,86.66
89,42.55,4,0,86.95
90,42.56,4,0,87.23
91,42.57,4,0,87.5
92,42.59,4,0,87.78
93,42.6,4,0,88.05
94,42.61,4,0,88.32
95,42.63,4,0,88.58
96,42.64,4,0,88.85
97,42.65,4,0,89.11
98,42.67,4,0,89.36
99,42.68,4,0,89.62
100,42.69,4,0,89.87
101,42.71,4,0,90.12
102,42.72,4,0,90.37
103,42.73,4,0,90.62
104,42.74,4,0,90.86
105,42.75,4,0,91.11
106,42.77,4,0,91.35
107,42.78,4,0,91.58
108,42.79,4,0,91.82
109,42.8,4,0,92.05
110,42.81,4,0,92.28
111,42.82,4,0,92.51
112,42.84,4,0,92.74
113,42.85,4,0,92.96
114,42.86,4,0,93.19
115,42.87,4,0,93.41
116,42.88,4,0,93.63
117,42.89,4,0,93.84
